instance,count
./13B-1.cnf,
./13B-2.cnf,
./13B-3.cnf,
./13B-4.cnf,
./13B-5.cnf,
./14A-1.cnf,
./14A-2.cnf,
./14A-3.cnf,
./15A-1.cnf,
./15A-2.cnf,
./15A-3.cnf,
./15A-4.cnf,
./15B-1.cnf,
./15B-2.cnf,
./15B-3.cnf,
./15B-4.cnf,
./15B-5.cnf,
./17A-1.cnf,
./17A-2.cnf,
./17A-3.cnf,
./17A-4.cnf,
./17A-5.cnf,395214924832
./17A-6.cnf,395136991264
./17B-1.cnf,
./17B-2.cnf,
./17B-3.cnf,
./17B-4.cnf,
./17B-5.cnf,
./18A-1.cnf,
./18A-2.cnf,
./18A-3.cnf,
./18A-4.cnf,
./4step.cnf,
./50-10-1-q.cnf,
./50-10-10-q.cnf,2935678228467291534861850745986671284219603186135399838384113714415261281393260554329623747980960878789918720
./50-10-2-q.cnf,
./50-10-3-q.cnf,2348542582773833227889480596789337027375682548908319870707290971532209025114608443463698998384768703031934976
./50-10-4-q.cnf,2348542582773833227889480596789337027375682548908319870707290971532209025114608443463698998384768703031934976
./50-10-5-q.cnf,2348542582773833227889480596789337027375682548908319870707290971532209025114608443463698998384768703031934976
./50-10-6-q.cnf,2348542582773833227889480596789337027375682548908319870707290971532209025114608443463698998384768703031934976
./50-10-7-q.cnf,2348542582773833227889480596789337027375682548908319870707290971532209025114608443463698998384768703031934976
./50-10-8-q.cnf,2348542582773833227889480596789337027375682548908319870707290971532209025114608443463698998384768703031934976
./50-10-9-q.cnf,2348542582773833227889480596789337027375682548908319870707290971532209025114608443463698998384768703031934976
./50-12-1-q.cnf,
./50-12-10-q.cnf,
./50-12-2-q.cnf,
./50-12-3-q.cnf,
./50-12-4-q.cnf,
./50-12-5-q.cnf,
./50-12-6-q.cnf,878694100496718043517683302282418331810487718418343092402491322775749527474899974671687634004666183037093927858109549828751614463963730408009475621262727315456
./50-12-7-q.cnf,
./50-12-8-q.cnf,
./50-12-9-q.cnf,
./50-14-1-q.cnf,
./50-14-10-q.cnf,
./50-14-2-q.cnf,
./50-14-3-q.cnf,
./50-14-4-q.cnf,
./50-14-5-q.cnf,
./50-14-6-q.cnf,
./50-14-7-q.cnf,
./50-14-8-q.cnf,
./50-14-9-q.cnf,
./50-16-1-q.cnf,
./50-16-10-q.cnf,
./50-16-2-q.cnf,
./50-16-3-q.cnf,
./50-16-4-q.cnf,
./50-16-5-q.cnf,
./50-16-6-q.cnf,
./50-16-7-q.cnf,
./50-16-8-q.cnf,
./50-16-9-q.cnf,
./50-18-1-q.cnf,
./50-18-10-q.cnf,
./50-18-2-q.cnf,
./50-18-3-q.cnf,
./50-18-4-q.cnf,
./50-18-5-q.cnf,
./50-18-6-q.cnf,
./50-18-7-q.cnf,
./50-18-8-q.cnf,
./50-18-9-q.cnf,
./50-20-1-q.cnf,
./50-20-10-q.cnf,
./50-20-2-q.cnf,
./50-20-3-q.cnf,
./50-20-4-q.cnf,
./50-20-5-q.cnf,
./50-20-6-q.cnf,
./50-20-7-q.cnf,
./50-20-8-q.cnf,
./50-20-9-q.cnf,
./5step.cnf,81300
./75-10-1-q.cnf,73391955711682288371546268649666782105490079653384995959602842860381532034831513858240593699524021969747968
./75-10-10-q.cnf,513743689981776018600823880547667474738430557573694971717219900022670724243820597007684155896668153788235776
./75-10-2-q.cnf,2348542582773833227889480596789337027375682548908319870707290971532209025114608443463698998384768703031934976
./75-10-3-q.cnf,0
./75-10-4-q.cnf,2348542582773833227889480596789337027375682548908319870707290971532209025114608443463698998384768703031934976
./75-10-5-q.cnf,3284290018097782404626695522072588499220681064488978569192227218002073558558710245156266568053699983146221568
./75-10-6-q.cnf,3522813874160749841834220895184005541063523823362479806060936457298313537671912665195548497577153054547902464
./75-10-7-q.cnf,3687945774512034990670199999645755800800876502582596046970042853734171984750283571376589833401082103979835392
./75-10-8-q.cnf,2348542582773833227889480596789337027375682548908319870707290971532209025114608443463698998384768703031934976
./75-10-9-q.cnf,1761406937080374920917110447592002770531761911681239903030468228649156768835956332597774248788576527273951232
./75-12-1-q.cnf,302051097045746827459203635159581301559855153206305438013356392204163900069496866293392624189104000419001037701225157753633367471987532327753257244809062514688
./75-12-10-q.cnf,878694100496718043517683302282418331810487718418343092402491322775749527474899974671687634004666183037093927858109549828751614463963730408009475621262727315456
./75-12-2-q.cnf,1469066699267950479006126771003418148495659154230667357610415180265706241247098395154227763101551274765141410637776903619944105431939361775890842054298622230528
./75-12-3-q.cnf,659020575372538532638262476711813748857865788813757319301868492081812145606174981003765725503499637277820445893582162371563710847972797806007106715947045486592
./75-12-4-q.cnf,439347050248359021758841651141209165905243859209171546201245661387874763737449987335843817002333091518546963929054774914375807231981865204004737810631363657728
./75-12-5-q.cnf,1680695539634164431625803181575099223771793464342897694684403874093410564697779260636068547023817678467800873487392399446619756718243126435925350770210653601792
./75-12-6-q.cnf,1400418722666644381856307763012604216322964801229234303516470545673850809413121834633002166694936729215368447523862095039572885551942195337765101771387471659008
./75-12-7-q.cnf,878694100496718043517683302282418331810487718418343092402491322775749527474899974671687634004666183037093927858109549828751614463963730408009475621262727315456
./75-12-8-q.cnf,1710353610775197456410060924871130555405777821538048068835928392006923106732301946548754292971362868849851223957700906591108260307023152248646862001812111622144
./75-12-9-q.cnf,878694100496718043517683302282418331810487718418343092402491322775749527474899974671687634004666183037093927858109549828751614463963730408009475621262727315456
./75-14-1-q.cnf,
./75-14-10-q.cnf,1412006979354108748474554421102313931675676955925788762341700965431346915180599249952936960497614998485448932749141998289061648432939195473813276544243473053215398045741358060286316036246351763861878679739417265182867456
./75-14-2-q.cnf,1412006979354108748474554421102313931675676955925788762341700965431346915180599249952936960497614998485448932749141998289061648432939195473813276544243473053215398045741358060286316036246351763861878679739417265182867456
./75-14-3-q.cnf,2680606999867565827182161908811424104665542971015364603508072926561072659288168888582528760944690973687219458265949262376890473196908003907317392189462218374463607227462109442574803100061433426706535306067799964370599936
./75-14-4-q.cnf,1412006979354108748474554421102313931675676955925788762341700965431346915180599249952936960497614998485448932749141998289061648432939195473813276544243473053215398045741358060286316036246351763861878679739417265182867456
./75-14-5-q.cnf,1412006979354108748474554421102313931675676955925788762341700965431346915180599249952936960497614998485448932749141998289061648432939195473813276544243473053215398045741358060286316036246351763861878679739417265182867456
./75-14-6-q.cnf,1412006979354108748474554421102313931675676955925788762341700965431346915180599249952936960497614998485448932749141998289061648432939195473813276544243473053215398045741358060286316036246351763861878679739417265182867456
./75-14-7-q.cnf,2250386123345610817881321108631812828608110148506725839982085913656209146069080054612493280793073903836184236568945059773192002189996842786389909492388035178562040635400289408581316182767623123654869145834696266385195008
./75-14-8-q.cnf,1541452443403783512891594261220458189816354860454629992873758756573795832819836314981581449918233756281173071969674913415414834220675686660438492692281418397815588955452266251604067909198135232448337528431348706363572224
./75-14-9-q.cnf,
./75-15-1-q.cnf,13517562649520181688485666016694523767620660889264547993896364259490822210526570763210974173469224593202657688351367867875115318277338633802610052291618481580882076673366188112269930195418077982387658883885383756808639221302380139466449347514255867379712
./75-15-10-q.cnf,7331559403129590068331208687020758653624765228075687047537011123791632385370343464792392772051104864109916034360063928339045596353810784435313926666640532382851295822842678298180301122938618566718730242107326783353838221723324821405531849499257419595776
./75-15-2-q.cnf,7331559403129590068331208687020758653624765228075687047537011123791632385370343464792392772051104864109916034360063928339045596353810784435313926666640532382851295822842678298180301122938618566718730242107326783353838221723324821405531849499257419595776
./75-15-3-q.cnf,14359221999639894073725684457807815358968102313724805432588757801816358499762010507128295447586144872821965447209216088164098618206658327355757701328429853122971641555616506871064478161397519766852813409283553816845300016302615648100551503118926021132288
./75-15-4-q.cnf,11484200471308459442971932357403610234779417408040431664306021330626736666146514567897458990595675978547173163196818887749833141163586424056878455442667396427825662597499664053008987305853070489274261043300929844237848151996301771029758873629696192413696
./75-15-5-q.cnf,0
./75-15-6-q.cnf,
./75-15-7-q.cnf,7331559403129590068331208687020758653624765228075687047537011123791632385370343464792392772051104864109916034360063928339045596353810784435313926666640532382851295822842678298180301122938618566718730242107326783353838221723324821405531849499257419595776
./75-15-8-q.cnf,7331559403129590068331208687020758653624765228075687047537011123791632385370343464792392772051104864109916034360063928339045596353810784435313926666640532382851295822842678298180301122938618566718730242107326783353838221723324821405531849499257419595776
./75-15-9-q.cnf,10911422392938960218883556678730113464964982624597018613717192336580515386039456484710553305279183411038585973012438893348345203948444956522869554921836104835415405111340079810963651280623490913749360243136294939288329540924167019357451697887566706507776
./75-16-1-q.cnf,14617971017099998620530073581812782466314340286392511290301859685819423036149639153698422598823015388837957374347113002275188754797804641069866980944468980129296916549934709544806184483235080472529199390218827568310528396888092312418619545423203448419241608204656416320622742884987871166464
./75-16-10-q.cnf,13704347828531248706746943982949483562169694018492979334657993455455709096390286706592271186396576927035585038450418439632989457622941851003000294635439668871215859265563790198255797953032887942996124428330150845291120372082586542892455823834253232893039007691865390300583821454676129218560
./75-16-2-q.cnf,9745314011399999080353382387875188310876226857595007526867906457212948690766426102465615065882010259225304916231408668183459169865203094046577987296312653419531277699956473029870789655490053648352799593479218378873685597925394874945746363615468965612827738803104277547081828589991914110976
./75-16-3-q.cnf,9745314011399999080353382387875188310876226857595007526867906457212948690766426102465615065882010259225304916231408668183459169865203094046577987296312653419531277699956473029870789655490053648352799593479218378873685597925394874945746363615468965612827738803104277547081828589991914110976
./75-16-4-q.cnf,
./75-16-5-q.cnf,9745314011399999080353382387875188310876226857595007526867906457212948690766426102465615065882010259225304916231408668183459169865203094046577987296312653419531277699956473029870789655490053648352799593479218378873685597925394874945746363615468965612827738803104277547081828589991914110976
./75-16-6-q.cnf,9353875397954578661360077411018453862178674250260692677952212712396268762027164156184518821694828301886922774677687745440090130981628966930323398531219711814226732913344184811303801741681297697843420003179461642422153338925168108986040109283158935730700855579657292338829882658983308689408
./75-16-7-q.cnf,
./75-16-8-q.cnf,14617971017099998620530073581812782466314340286392511290301859685819423036149639153698422598823015388837957374347113002275188754797804641069866980944468980129296916549934709544806184483235080472529199390218827568310528396888092312418619545423203448419241608204656416320622742884987871166464
./75-16-9-q.cnf,
./75-17-1-q.cnf,
./75-17-10-q.cnf,3316158518186977171087283760642741158699936149735704467159471849921418683482035763477878926564345847729145083728966646356210626353328840324989147544629059746554141479347263264595425816446455256534872353644097455203319930608430165174159005378955830171087831965898486080345430665055936553487340789901656166618033483630075818541056
./75-17-2-q.cnf,2699236450106294406348877943843481206812887481254599290407636510653811008478785946151183677042365492267814870398529003650294489321776941807498490701609688768313356370152288995156530681648555133126773541760112528234342931798951701828771026350937191843361042913648816550749918417308713981769236863655303139527471590435222846439424
./75-17-3-q.cnf,
./75-17-4-q.cnf,3316158518186977171087283760642741158699936149735704467159471849921418683482035763477878926564345847729145083728966646356210626353328840324989147544629059746554141479347263264595425816446455256534872353644097455203319930608430165174159005378955830171087831965898486080345430665055936553487340789901656166618033483630075818541056
./75-17-5-q.cnf,
./75-17-6-q.cnf,3316158518186977171087283760642741158699936149735704467159471849921418683482035763477878926564345847729145083728966646356210626353328840324989147544629059746554141479347263264595425816446455256534872353644097455203319930608430165174159005378955830171087831965898486080345430665055936553487340789901656166618033483630075818541056
./75-17-7-q.cnf,3316158518186977171087283760642741158699936149735704467159471849921418683482035763477878926564345847729145083728966646356210626353328840324989147544629059746554141479347263264595425816446455256534872353644097455203319930608430165174159005378955830171087831965898486080345430665055936553487340789901656166618033483630075818541056
./75-17-8-q.cnf,
./75-17-9-q.cnf,3316158518186977171087283760642741158699936149735704467159471849921418683482035763477878926564345847729145083728966646356210626353328840324989147544629059746554141479347263264595425816446455256534872353644097455203319930608430165174159005378955830171087831965898486080345430665055936553487340789901656166618033483630075818541056
./75-18-1-q.cnf,288878149031346317441449898160257412877284850718137687733941608447907569136952074473685387937869189635198874764717730462032051659502325938415065637190274360294298936196722436702632545714774613145685561736644425856792952532413289969597317046868752429592884481005276043578633887316205342129133560643864353563366693172874147849857285760520135776376839133731571820937609216
./75-18-10-q.cnf,
./75-18-2-q.cnf,
./75-18-3-q.cnf,
./75-18-4-q.cnf,
./75-18-5-q.cnf,288878149031346317441449898160257412877284850718137687733941608447907569136952074473685387937869189635198874764717730462032051659502325938415065637190274360294298936196722436702632545714774613145685561736644425856792952532413289969597317046868752429592884481005276043578633887316205342129133560643864353563366693172874147849857285760520135776376839133731571820937609216
./75-18-6-q.cnf,
./75-18-7-q.cnf,
./75-18-8-q.cnf,288878149031346317441449898160257412877284850718137687733941608447907569136952074473685387937869189635198874764717730462032051659502325938415065637190274360294298936196722436702632545714774613145685561736644425856792952532413289969597317046868752429592884481005276043578633887316205342129133560643864353563366693172874147849857285760520135776376839133731571820937609216
./75-18-9-q.cnf,
./75-19-1-q.cnf,
./75-19-10-q.cnf,
./75-19-2-q.cnf,
./75-19-3-q.cnf,
./75-19-4-q.cnf,
./75-19-5-q.cnf,
./75-19-6-q.cnf,
./75-19-7-q.cnf,6442197994971210171117433855979443557987035158250386343091063510776640623123668808832987706388430973801155931354965850214447254634690146708203626373189659075327467602032807223495137635981210320405619766850141243854126064159061121384906867646861040847546861854581789541741837599988574191201391849388877862497098716898068649114525744392360657144543253492928999416156434444312343408202430172982066292783997157113856
./75-19-8-q.cnf,
./75-19-9-q.cnf,
./75-20-1-q.cnf,
./75-20-10-q.cnf,
./75-20-2-q.cnf,
./75-20-3-q.cnf,
./75-20-4-q.cnf,
./75-20-5-q.cnf,
./75-20-6-q.cnf,
./75-20-7-q.cnf,
./75-20-8-q.cnf,
./75-20-9-q.cnf,
./75-21-1-q.cnf,
./75-21-10-q.cnf,
./75-21-2-q.cnf,53751763281617910977034964721174741663008655940159144344713614863023080529278140407534961311242814229395876005424258737427374269437649287838907097277355371953699677593812086481959272740614049029887514406997074265172418391397657360248197162683969074191332475296524902658098222332595908741751391477587362636344728828453617536494627356792601450307397806688631445746074774556850081722840606116959452930981773324385740577251592339045231114992186734509188416434115341010544191353505352737718761080737479237042176
./75-21-3-q.cnf,
./75-21-4-q.cnf,
./75-21-5-q.cnf,
./75-21-6-q.cnf,
./75-21-7-q.cnf,
./75-21-8-q.cnf,
./75-21-9-q.cnf,0
./75-22-1-q.cnf,
./75-22-10-q.cnf,
./75-22-2-q.cnf,
./75-22-3-q.cnf,
./75-22-4-q.cnf,
./75-22-5-q.cnf,
./75-22-6-q.cnf,
./75-22-7-q.cnf,
./75-22-8-q.cnf,
./75-22-9-q.cnf,
./75-23-1-q.cnf,
./75-23-10-q.cnf,
./75-23-2-q.cnf,
./75-23-3-q.cnf,
./75-23-4-q.cnf,
./75-23-5-q.cnf,
./75-23-6-q.cnf,
./75-23-7-q.cnf,
./75-23-8-q.cnf,
./75-23-9-q.cnf,
./75-24-1-q.cnf,
./75-24-10-q.cnf,
./75-24-2-q.cnf,0
./75-24-3-q.cnf,
./75-24-4-q.cnf,
./75-24-5-q.cnf,
./75-24-6-q.cnf,
./75-24-7-q.cnf,
./75-24-8-q.cnf,
./75-24-9-q.cnf,
./75-25-1-q.cnf,
./75-25-10-q.cnf,
./75-25-2-q.cnf,
./75-25-3-q.cnf,
./75-25-4-q.cnf,
./75-25-5-q.cnf,
./75-25-6-q.cnf,
./75-25-7-q.cnf,
./75-25-8-q.cnf,
./75-25-9-q.cnf,
./75-26-1-q.cnf,
./75-26-10-q.cnf,
./75-26-2-q.cnf,
./75-26-3-q.cnf,
./75-26-4-q.cnf,
./75-26-5-q.cnf,
./75-26-6-q.cnf,
./75-26-7-q.cnf,
./75-26-8-q.cnf,
./75-26-9-q.cnf,
./90-10-1-q.cnf,3522813874160749841834220895184005541063523823362479806060936457298313537671912665195548497577153054547902464
./90-10-10-q.cnf,1467839114233645767430925372993335642109801593067699919192056857207630640696630277164811873990480439394959360
./90-10-2-q.cnf,0
./90-10-3-q.cnf,1908190848503739497660202984891336334742742070988009894949673914369919832905619360314255436187624571213447168
./90-10-4-q.cnf,2348542582773833227889480596789337027375682548908319870707290971532209025114608443463698998384768703031934976
./90-10-5-q.cnf,2348542582773833227889480596789337027375682548908319870707290971532209025114608443463698998384768703031934976
./90-10-6-q.cnf,0
./90-10-7-q.cnf,
./90-10-8-q.cnf,0
./90-10-9-q.cnf,4403517342700937302292776118980006926329404779203099757576170571622891922089890831494435621971441318184878080
./90-12-1-q.cnf,1427877913307166820716235366208929789192042542429807525154048399510592982146712458841492405257582547435277632769428018471721373503941061913015397884551931887616
./90-12-10-q.cnf,97823366656861188438492086386909853346089453027042102083871104293393990363416598742746474879425727408426472437328602227028988328995962174329179903148389564416
./90-12-2-q.cnf,1318041150745077065276524953423627497715731577627514638603736984163624291212349962007531451006999274555640891787164324743127421695945595612014213431894090973184
./90-12-3-q.cnf,1702469819712391209315511398172185517882819954435539741529826937878014709482618700926394790884040729634369485225087252793206253023929727665518359016196534173696
./90-12-4-q.cnf,1565173866509779015015873382190557653537431248432673633341937668694303845814665579883943598070811638534823558997257635632463813263935394789266878450374233030656
./90-12-5-q.cnf,1427877913307166820716235366208929789192042542429807525154048399510592982146712458841492405257582547435277632769428018471721373503941061913015397884551931887616
./90-12-6-q.cnf,810046123895411946367864294291604399637793365416910038308546688183894095640923414150462037598051637487320964744194741248380394583966563969883735338351576743936
./90-12-7-q.cnf,494265431529403899478696857533860311643399341610317989476401369061359109204631235752824294127624727958365334420186621778672783135979598354505330036960284114944
./90-12-8-q.cnf,
./90-12-9-q.cnf,0
./90-14-1-q.cnf,716345337670370600422393575940089929204603690042428966832532862833578830504220029639209717752452140344912813049979754014812037461828039110005856606186019776509178989026011242498770684404277091138912084106081317639159808
./90-14-10-q.cnf,1412006979354108748474554421102313931675676955925788762341700965431346915180599249952936960497614998485448932749141998289061648432939195473813276544243473053215398045741358060286316036246351763861878679739417265182867456
./90-14-2-q.cnf,297845222207507314131351323201269344962838107890596067056452547395674739920907654286947640104965663743024384251772140264098941466323111545257488021051357597162623025273567715841644788895714825189615034007533329374511104
./90-14-3-q.cnf,1412006979354108748474554421102313931675676955925788762341700965431346915180599249952936960497614998485448932749141998289061648432939195473813276544243473053215398045741358060286316036246351763861878679739417265182867456
./90-14-4-q.cnf,0
./90-14-5-q.cnf,635678923322504036178485925906412814943835035822059198671410297913916921775640873269828065224023939747843708981791466026618574148032196399831953600484610427277635253014419986124991887411687659316724679062374374266896384
./90-14-6-q.cnf,2801951349655809547754193929374904208168921459415237075271812853277829034811501636625359280987454762619562725924078652854856708609113716018348220642483141839974305497018007400880658384426354281413415505107906135597252608
./90-14-7-q.cnf,
./90-14-8-q.cnf,1765008724192635935593193026377892414594596194907235952927126206789183643975749062441171200622018748106811165936427497861327060541173994342266595680304341316519247557176697575357895045307939704827348349674271581478584320
./90-14-9-q.cnf,573627835362606679067787733572815034743243763344851684701316017206484684292118445293380640202156093134713628929338936804931294675881548161236643596098910927868755456082426711991315889725080404068888213644138263980539904
./90-15-1-q.cnf,7331559403129590068331208687020758653624765228075687047537011123791632385370343464792392772051104864109916034360063928339045596353810784435313926666640532382851295822842678298180301122938618566718730242107326783353838221723324821405531849499257419595776
./90-15-10-q.cnf,4854294214181505924148983876757885124177334789682925603740325724541725348907317255009025683057274509635276436812620452552610267898323937350725431914045196245676932195202476451334222813820686902573534281395280819447170228836342020422803314414547393052672
./90-15-2-q.cnf,12670030086682813305342397629657334016035864420638122745603206357363054160118158255745349667227476997217295080375418094909163636179308993560881257302200929802737523799314428304118472045586184454228157231141775545891148401481580749101332323408323643703296
./90-15-3-q.cnf,1832889850782397517082802171755189663406191307018921761884252780947908096342585866198098193012776216027479008590015982084761399088452696108828481666660133095712823955710669574545075280734654641679682560526831695838459555430831205351382962374814354898944
./90-15-4-q.cnf,4138321616219631894038514278416014161909291310378659290504289481983948748773494651025393576411658800249542449082145459550750346379397102933214306263006081755164110337502996148777552782283712433167408281189487188260271964996173580832419344736885535670272
./90-15-5-q.cnf,4338793943648956622469445765951738031344343484583853858210379629900126196810964980140810566272431198877547965646678457591271124404696616570117421445297033812507700457658850633493420391114065284601123561247109404992603478871420743917726856246630855737344
./90-15-6-q.cnf,
./90-15-7-q.cnf,7331559403129590068331208687020758653624765228075687047537011123791632385370343464792392772051104864109916034360063928339045596353810784435313926666640532382851295822842678298180301122938618566718730242107326783353838221723324821405531849499257419595776
./90-15-8-q.cnf,7331559403129590068331208687020758653624765228075687047537011123791632385370343464792392772051104864109916034360063928339045596353810784435313926666640532382851295822842678298180301122938618566718730242107326783353838221723324821405531849499257419595776
./90-15-9-q.cnf,0
./90-16-1-q.cnf,8603285025689061688124470389296064680695419022720592582313073669258306266067235543582925800348962181972339496360540464880710048396624606462994629410026014346929956094492823846682806492737312986436455891118372475099425566918512663038041711629281196205074488162115495022033176802102236676096
./90-16-10-q.cnf,
./90-16-2-q.cnf,10506666668540624008505990386927937397663432080844617489904461649182710307232553141720741242904042310727281862811987470385291917510922085768966892553837079467932158770265572485329445097325214089630362061719782314723192285263316349550882798272927478551329905897096799230447596448585032400896
./90-16-3-q.cnf,5481739131412499482698777593179793424867877607397191733863197382182283638556114682636908474558630770814234015380167375853195783049176740401200117854175867548486343706225516079302319181213155177198449771332060338116448148833034617156982329533701293157215603076746156120233528581870451687424
./90-16-4-q.cnf,9745314011399999080353382387875188310876226857595007526867906457212948690766426102465615065882010259225304916231408668183459169865203094046577987296312653419531277699956473029870789655490053648352799593479218378873685597925394874945746363615468965612827738803104277547081828589991914110976
./90-16-5-q.cnf,
./90-16-6-q.cnf,19490628022799998160706764775750376621752453715190015053735812914425897381532852204931230131764020518450609832462817336366918339730406188093155974592625306839062555399912946059741579310980107296705599186958436757747371195850789749891492727230937931225655477606208555094163657179983828221952
./90-16-7-q.cnf,
./90-16-8-q.cnf,0
./90-16-9-q.cnf,9745314011399999080353382387875188310876226857595007526867906457212948690766426102465615065882010259225304916231408668183459169865203094046577987296312653419531277699956473029870789655490053648352799593479218378873685597925394874945746363615468965612827738803104277547081828589991914110976
./90-17-1-q.cnf,1114022002203437643412134388340920858000759800301838219436385074582976588982246389293349951892709933221509676565199732760289507290571407296676041753273824758608031903218221252950025860212481062742183681302313988857365289188769508613194040869492974198099818551044022667616043114042228685937153546607587618473245623406978595291136
./90-17-10-q.cnf,3316158518186977171087283760642741158699936149735704467159471849921418683482035763477878926564345847729145083728966646356210626353328840324989147544629059746554141479347263264595425816446455256534872353644097455203319930608430165174159005378955830171087831965898486080345430665055936553487340789901656166618033483630075818541056
./90-17-2-q.cnf,0
./90-17-3-q.cnf,3406834727668652328109201675972816112258137528830040136183363658317707475608497678885477178462589679502988894612180578092513260667677675802625569547802510598998981285423164994486706991114913017455747769564053244994035709961004427503139915682286653652328514871216022809104876034803559818621760264625529577423995336698085704204288
./90-17-4-q.cnf,5482672237588430029932393951922032013358390528811081702051743986247033038217857956609422873704528828325627565188613801055727139078306373701373658977594724756754063988803629596640679596917821044251502826874469718417207658711008075820167183697824434062159862810806774349633607535097363852591863239554203017660479187290740586708992
./90-17-5-q.cnf,6574025187421448884089048861430434132969599984339336004232156108730937429168488867050873262622677803603676289033010050881940987790290572128640595230075186802250885940502875417117885163463187666763467654196794759826894003061634018851115996991484702389949510635521412835059789306702686722245411917480822283432234347430716710584320
./90-17-6-q.cnf,
./90-17-7-q.cnf,0
./90-17-8-q.cnf,1658079259093488585543641880321370579349968074867852233579735924960709341741017881738939463282172923864572541864483323178105313176664420162494573772314529873277070739673631632297712908223227628267436176822048727601659965304215082587079502689477915085543915982949243040172715332527968276743670394950828083309016741815037909270528
./90-17-9-q.cnf,3316158518186977171087283760642741158699936149735704467159471849921418683482035763477878926564345847729145083728966646356210626353328840324989147544629059746554141479347263264595425816446455256534872353644097455203319930608430165174159005378955830171087831965898486080345430665055936553487340789901656166618033483630075818541056
./90-18-1-q.cnf,
./90-18-10-q.cnf,577756298062692634882899796320514825754569701436275375467883216895815138273904148947370775875738379270397749529435460924064103319004651876830131274380548720588597872393444873405265091429549226291371123473288851713585905064826579939194634093737504859185768962010552087157267774632410684258267121287728707126733386345748295699714571521040271552753678267463143641875218432
./90-18-2-q.cnf,577756298062692634882899796320514825754569701436275375467883216895815138273904148947370775875738379270397749529435460924064103319004651876830131274380548720588597872393444873405265091429549226291371123473288851713585905064826579939194634093737504859185768962010552087157267774632410684258267121287728707126733386345748295699714571521040271552753678267463143641875218432
./90-18-3-q.cnf,216658611773509738081087423620193059657963638038603265800456206335930676852714055855264040953401892226399156073538297846524038744626744453811299227892705770220724202147541827526974409286080959859264171302483319392594714399309967477197987785151564322194663360753957032683975415487154006596850170482898265172525019879655610887392964320390101832282629350298678865703206912
./90-18-4-q.cnf,361097686289182896801812372700321766096606063397672109667427010559884461421190093092106734922336487043998593455897163077540064574377907423018832046487842950367873670245903045878290682143468266432106952170805532320991190665516612461996646308585940536991105601256595054473292359145256677661416950804830441954208366466092684812321607200650169720471048917164464776172011520
./90-18-5-q.cnf,433317223547019476162174847240386119315927276077206531600912412671861353705428111710528081906803784452798312147076595693048077489253488907622598455785411540441448404295083655053948818572161919718528342604966638785189428798619934954395975570303128644389326721507914065367950830974308013193700340965796530345050039759311221774785928640780203664565258700597357731406413824
